supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,State
 TDM-Design Inc. , Derrald Houston ,"455 W. 115th Ave. Unit 1, Northglenn, Colorado, 80234",888-836-4286,tdm-design.net,tdmdesign@tdm-design.net,Materials Handling,Colorado
 Tech EquipmentCorp , Don Bergman ,"8900 Kirby Dr., Ste.200, Houston, TX, 77054",713-665-6494,None,info@petropages.com,Materials Handling,Texas
 Tech EquipmentCorp. , Larry Lane ,"1902 Bayport Ste. 200, Houston, TX, 77586",281-474-1397,None,info@petropages.com,Materials Handling,Texas
 Tech Filter &Equipment Inc , Penny Martensen ,"15885 Highway 105 W., Montgomery, TX, 77356",936-588-0800,techfilter.com,filter@techfilter.com,Materials Handling,Texas
" Tech PackaginGroup, LLC ", Steve Laudwig ,"423 East 4th Street, Joplin, MO, 64801",417-206-4488,tech-pak.com,stevel@tech-pak.com,Materials Handling, 
 Tech-EquipmentIncorporated , Chris Rule ,"801 West Bay Drive, Suite 429, Largo, FL, 33770",813-585-7955,tech-equipment.com,info@petropages.com,Materials Handling,Florida
" TechnicalAutomationServicesCorp.,TASC ", Claude Walton III ,"2000 Nasa Road 1, Seabrook, TX, 77586",281-474-3232,tascorp.com,tasc@tascorp.com,Materials Handling,Texas
 Tecnorulli , Oliver Beiso ,"Via Monte Comun 37, San Giovanni Lupatoto Verona, 37057",-8750306,tecnorulli.com,oliver.beiso@tecnorulli.com,Materials Handling, 
 Tectrad Inc. , ,"11201 Neeshaw Drive, Houston, TX, 77065",281-970-0707,tectrad.net,tectrad@tectrad.net,Materials Handling,Texas
" TEMA Systems, Inc ", Tom Schroeder ,"7806 Redsky Drive, Cincinnati, OH, 45249-1632",513-489-7811,tema.net,tschroeder@tema.net,Materials Handling,Ohio
 Tencarva MachineryCompany , Jim Payne ,"P.O. Box 16118 - Station B, Greenville, SC, 29606-7118",864-297-6464,None,info@petropages.com,Materials Handling,South Carolina
" Tennant Company,The ", Alan Rogers ,"17 S. Briar Hollow #304, Houston, TX, 77027",713-627-8330,thetennant.com,allen@thetennant.com,Materials Handling,Texas
 TEX-BAGS , Tom Bell ,"485 Milam, Beaumont, TX, 77701",800-839-2247,None,info@petropages.com,Materials Handling,Texas
 Texas AreaSpecialists , Ron Liles ,"19515 Sh 249 #126, OUT OF BUSINESS, Houston, TX, 77070",281-440-0294,None,info@petropages.com,Materials Handling,Texas
" Texas MetalCasting Co., Inc. ", Otto Crona ,"P.O. Box 3259, Lufkin, TX, 75903",936-639-1131,None,info@petropages.com,Materials Handling,Texas
 Texmarc ProcessingPlants , John McCourt ,"6100 Cunningham Rd., Houston, TX, 77041",713-466-4642,None,info@petropages.com,Materials Handling,Texas
 Thayer Scale -Hyer Industries , Thomas Picone ,"PO Box 669, Pembroke, MA, 2359",781-826-8101,thayerscale.com,sales@thayerscale.com,Materials Handling,Massachusetts
" Therm-Omega-Tech,Inc. ", Doug Kimball ,"353 Ivyland Road, Warminster, PA, 18974-2205",215-674-9992,thermomegatech.com,dougk@thermomegatech.com,Materials Handling,Pennsylvania
 Thermal &MechanicalEquipment Corp , Russ Braden ,"241 W Airtex, Houston, TX, 77090",713-688-8834,None,info@petropages.com,Materials Handling,Texas
" Thermal ProcessingSolutions, Inc. ", W  Shefte ,"960 N. DuPage Ave., Lombard, IL, 60148",630 705 1912,tpshome.com,info@tpshome.com,Materials Handling,Illinois
 Thermo Scientific , LeAnn Tchoryk ,"1410 Gillingham Lane, Sugar Land, TX, 77478",713- 272 4516,thermo.com,info@petropages.com,Materials Handling,Texas
 THERMOPADS PVT LTD , S NARAYANAN sethuraman ,"28 NAGARJUNA HILLS, PANJAGUTTA,, HYDERABAD, ANDHRAPRADESH, 500 082",0091-40-3350577,thermopads.com,tppltd@hd2.vsnl.net.in,Materials Handling, 
" ThermTech, Inc. ", Brian Smith ,"808 Russell Palmer Road, Suite 101, Kingwood, TX, 77339",281-359-7555,thermtech.com,brians@thermtech.com,Materials Handling,Texas
 Tiger Air Tools , Ken Mulder ,"12057 Stone Crossing Cir., Tampa, FL, 33635",813-818-9244,None,smulder@tampabay.rr.com,Materials Handling,Florida
" Tilt-Or-Lift, Inc. ", Amy Pietrowski ,"P.O. Box 8728, Maumee, OH, 43537-8728",419-893-6944,tiltorlift.com,webmaster@tiltorlift.com,Materials Handling,Ohio
None,None,None,None,None,None,Materials Handling, 
 Tote Systems , Geary Gorrell ,"651 N. Burleson Blvd., Burleson, TX, 76028",888-838-4178,totesystems.com,ggorrell@totesystems.com,Materials Handling,Texas
 TrailblazerControls Corp. , Alex Reichert ,"2421 Granite Hills Cr., Sandy, UT, 84092",801-944-4501,trailblazercontrols.com,alex@trailblazercontrols.com,Materials Handling, 
 Transcon MarketingLLC , Tom Bell ,"485 Milam, Beaumont, TX, 77701",409-833-5057,None,info@petropages.com,Materials Handling,Texas
" Tranter,  Inc. ", Jody Stonecipher ,"1900 Old Burk Highway, Wichita Falls, TX, 76306",940-723-7125,tranter.com,sjones@tranter.com,Materials Handling,Texas
" Triplex, Inc. ", Ted Bergeron ,"1122  Kress Street, P.O. Box 15371, Houston, TX, 77220",713-672-9911,triplex-inc.com,tbergeron@triplex-inc.com,Materials Handling,Texas
" TSM Houston, Inc. ", Steve Tatum ,"8026 E. Hardy, P.  O. Box 111969, Houston, TX, 77093",713-691-5271,tsmhouston.com,statum@tsmhouston.com,Materials Handling,Texas
 Tuthill PneumaticsGroup , Mike Branstetter ,"4840 W. Kearney St., Springfield, MO, 65801",800-825-6937,tuthill.com,pneumatics@tuthill.com,Materials Handling, 
 TWJ PackagingGroup LLC , TW Jones ,"441 East Carolina Ave, Memphis, TN, 38126",800-488-9574,None,twjpjggp@bellsouth.net,Materials Handling,Tennessee
 UMANG PHARMATECHPVT. LTD. , UMANG BUDHRAJA ,"D-13, Nav Monica, Kalina, C.S.T.Rd. MUMBAI - 400 098, MUMBAI, MAHARASHTRA, 400 098",0091-22-6126654.,umangpharmatech.com,uppl@bom5.vsnl.net.in,Materials Handling, 
 Unico Fabrication , Noland Nicado ,"Formerly Chrisitian Engineering, 1209 Polk St., Benicia, CA, 94510",707-745-4540,unicoservices.com,info@unicoservices.com,Materials Handling,California
 Unitec Corporation , Matt Friesen ,"358 Upland Drive, Seattle, WA, 98188",206-575-1100,uniteccorp.com,matt@uniteccorp.com,Materials Handling,Washington
 United ConveyerCorporation , R.D. Holloman ,"2100 Norman Drive West, Waukegan, IL, 60085-6753",847-473-5900,unitedconveyor.com,info@unitedconveyor.com,Materials Handling,Illinois
" United IndustriesGroup, Inc. ", Alex Petri ,"P.O. Box 8009, Dept. TR, Newport Beach, CA, 92658-8009",949-759-3200,unitedind.com,info@unitedind.com,Materials Handling,California
 United StatesServices Group , Donovan Weldon ,"HWY 408, P.O. Box 490, Orangefield, TX, 77639",409-735-9121,pneumaticindustrial.com,donovan@exp.net,Materials Handling,Texas
 UrschelLaboratories , Debbie Nevollo ,"P.O. Box 2200, Valparaiso, IN, 46384-2200",219-464-4811,None,info@petropages.com,Materials Handling,Indiana
 US FILTER /Wallace & Tiernan , Gary Shaeffer ,"2 Milltown  Court, Union, NJ, 7083",908.851.6919,usfwt.com,gschaeffer@usfwt.com,Materials Handling,New Jersy
 USFilter , Jessica Mattmiller ,"301 W. Military Rd., Rothschild, WI, 54474",800-826-1476,usfilter.com,hpi@usfilter.com,Materials Handling,Wisconsin
 Vac-U-Max , John Bechtold ,"37 Rutgers St., Bellevile, NJ, 7109",973-759-4400,vac-u-max.com,vacumax37@aol.com,Materials Handling,New Jersy
 Vaclift USA , Troy Christensen ,"5801 Reamer Street, Houston, TX, 77074",713.838.9906,Globalactivity.com,troy@trinicom.com,Materials Handling,Texas
 Vacu HoistProducts/Ergo SysRail , Tamela Knapp ,"311 Sumneytown Pike, North Wales, PA, 19454",215-699-5314,None,info@petropages.com,Materials Handling,Pennsylvania
 Valley IndustrialRubber Products , Gene Romanowski ,"3 South Commerce Way, Bethlehem, PA, 18017",610-974-8990,valleyindustrialrubber.com,gene@valleyindustrial.rubber.com,Materials Handling,Pennsylvania
 Valv Trol Company , Richard Houck ,"1340 Commerce Dr., PO Box 2259, Stow, Ohio, 44224-1000",330-686-2800,valv-trol.com,sales@valv-trol.com,Materials Handling,Ohio
 Vibcon Corproation , Jim Spriggs ,"788 West 246th Street, Sheridan, IN, 46069",317-758-0447,spriggsweb.com,sales@spriggsweb.com,Materials Handling,Indiana
 Vibra ScrewIncorporated , Richard Wahl ,"755 Union Blvd, Totowa, NJ, 7511",973-256-7410,None,info@petropages.com,Materials Handling,New Jersy
" Voest-AlpineIndustries, Inc ", James Campbell ,"Southpoint Industrial Park, 501 Technology Drive, Canonsburg, PA, 15317",724-514-8500,vai.at,etd@vai-inc.com,Materials Handling,Pennsylvania
" W.A. Tayloe Co.,Inc. ", David A. Tayloe ,"11242 Brittmoore Park, Houston, TX, 77041",713-466-8007,watayloe.com,info@petropages.com,Materials Handling,Texas
" WakefieldAssociates, Inc. ", David Wakefield ,"1741 W. Alabama St., Houston, TX, 77098",713-520-5083,wakefield-assoc.com,Sales@wakefield-assoc.com,Materials Handling,Texas
 Wallace Industries , Scott Hamm ,"P.O. Box 1281, OUT OF BUSINESS, Port Lavaca, TX, 77979",512-552-7882,wilsonline.com,info@petropages.com,Materials Handling,Texas
 WAM Australia PtyLtd. , Adrian Gore ,"Factory 4, 3 Gatwick Road, Bayswater, Victoria, 3153",(03-/761-4799,com.au,wamaust@wamaust.com.au,Materials Handling, 
 WashingtonEquipment Company , Chris Brewer ,"78 Algana Court, St. Peters, MO, 63376",636-939-0888,None,washeqstl@yahoo.com,Materials Handling, 
 WAZ - USA , Albert Torres ,"656 East Riverbend Drive, Liburn, GA, 30047",770-985-9556,waz-usa.com,info@waz-usa.com,Materials Handling,Georgia
 Weber Sensors Inc , Larry Flanagan ,"2230 Towne Lake Parkway, Woodstock, GA, 30189",770-592-6630,captor.com,larry@captor.com,Materials Handling,Georgia
 weighing-systems.com , David Green ,"24-26 Nursery Grove ,, Kidderminster, Worcestershire, DY11 5BG",0044-1562-638800,weighing-systems.com,sales@weighing-systems.com,Materials Handling, 
 Werner &Pfliederer , Toby Royal ,"663-T E. Crescent Ave., Ramsey, NJ, 7446",201-327-6300,None,info@petropages.com,Materials Handling,New Jersy
 West Side Salvage , Grady Winslow ,"P.O. Box 9129, Cedar Rapids, IA, 52409-9129",800-373-2957,None,info@petropages.com,Materials Handling, 
" WIN-WAY, INC. ", Claude Hartdegen ,"709 South 16th St., Bought out, LaPorte, Texas, 77590",281-470-1703,None,info@petropages.com,Materials Handling,Texas
 WinstonManufacturing Corp , Bill Layne ,"P O Box 6440, Longview, TX, 75608",903-759-3455,None,info@petropages.com,Materials Handling,Texas
" Witte Company,Inc., The ", Richard Witte ,"P.O. Box 47, 507 Route 31 South, Washington, NJ, 7882",908-689-6500,witte.com,dickwitte@witte.com,Materials Handling,New Jersy
 WK Technik GmbH , Ing. W. Willner ,"Egerlanderstrasse 8, Freilassing, Germany, 83395",0049-8654-494494,None,office@wktechnik.de,Materials Handling, 
" WSW BEARINGCO.,LTD. ", WU RANY ,"NINGBO,CHINA, NINGBO,CHINA, NINGBO,CHINA, 315010",-5747136690,wswbearing.com,wsw@wswbearing com,Materials Handling, 
" WTL Sales, Inc. ", Bill Latham ,"12625 Memorial Drive, #57, Houston, TX, 77024",713-468-5157,None,info@petropages.com,Materials Handling,Texas
 Ximsource Pte Ltd. , Ephraim Chan ,"38A  Jalan Pemimpin, #05-08 Wisdom Industrial Building, Singapore, Singapore, 577179",65+2502409,None,alliedn@singnet.com.sg,Materials Handling, 
 YASAKAWA  TECH. , AJIT GOHAD ,"D-10,  ""PATIL  REGENCY"",  ERANDAWANE,, PUNE, MAHARASHTRA, 411004",0091 20 5463174,None,yasakawatech@ip.eth.net,Materials Handling, 
 Zenith Cutter Co. , Terry Willis ,"5200 Zenith Parkway, Loves Park, IL, 61111",815-282-5200,zenithcutter.com,info@petropages.com,Materials Handling,Illinois
 Zenith Rubber &Plastic Works , Mazhar Vohra ,"91, Mohammedali Rd, Mumbai, Maharashtra, 400003",-9517,zenith-rubber.com,zenitrub@bom3.vsnl.net.in,Materials Handling, 
 ZeppelinSchuttguttechnikGmbH , Bill Brar ,"P.O. Box 40501, Houston, TX, 77240-0501",713-849-5666,None,info@petropages.com,Materials Handling,Texas
 Zeppelin Systems , Robert Bentzel ,"11050 W. Little York Rd., Bldg D, houston, TX, 77041",713-849-5666,zeppelin.com,rbentzel@zeppelin-usa.com,Materials Handling,Texas
" A & A Machine andFabrication, LLC ", Patrick Hutchins ,"3101 Texas Avenue, La Marque, TX, 77568",409-938-4274,aagroup.com,cphutchins@aagroup.com,Mechanical Seals,Texas
 A.W. ChestertonCompany , Edie Fossey ,"225 Fallon Rd, Stoneham, MA, 02180-2904",781-481-2234,chesterton.com,fossey@chesterton.com,Mechanical Seals,Massachusetts
 A.W. ChestertonCorp. , Joe Miller ,"521 4th Ave., St.Albans, WV, 25177",(304) 722-4623,chesterton.com,millerj@chesterton.com,Mechanical Seals, 
 ACCCO AmericanCeramic & ClayCompany , Cathy L. Conlon ,"369 Sandhurst Rd., Akron, OH, 44333",330-835-9900,None,conlonc@msn.com,Mechanical Seals,Ohio
 Advanced SealingInternational(ASI) , Judi Price ,"16384 Strain Road, Baton Rouge, Louisiana, 70816",225-272-2155,advancedsealing.com,darrellmartin@advancedsealing.com,Mechanical Seals,Louisiana
 Advanced SealingTechnology Corp. , Mike Habich ,"250 North Street, A-11, Danvers, MA, 1923",978-750-8001,astseals.com,sales@astseals.com,Mechanical Seals,Massachusetts
 AES EngineeringLtd. , Thomas Grove ,"10231 Cogdill Rd., Suite 105, Knoxville, TN, 37932",865-531-0192,aesseal.com,info@petropages.com,Mechanical Seals,Tennessee
" Alabama HeatExchangers, Inc. ", Rick Lightcap ,"5751 LaRue Steiner Rd., Theodore, Alabama, 36582",251-653-1166,heatexchanger.com,alaheat@heatexchanger.com,Mechanical Seals,Alabama
 Alfred ConhagenInc Of Texas , Doug Self ,"203 Texas Ave., P O Box 1115, La Marque, TX, 77568",409-938-4226,conhagen.com,dself@conhagen.com,Mechanical Seals,Texas
" All Seals, Inc. ", Jim Polen ,"404 W. Rowland Ave., Santa Ana, CA, 92707",800-843-1793,allsealsinc.com,jpolen@allsealsinc.com,Mechanical Seals,California
 American Boa Inc. , K Tribble ,"P.O. Box 1301, Cumming, GA, 30028",770-889-9400,americanboa.com,kelley.tribble@boa-us.com,Mechanical Seals,Georgia
 American HighPerformance Seals , April Hughes ,"10513 Two Notch Road, Elgin, SC, 29045",803-699-8088,sealjet.com,tperfect@bellsouth.net,Mechanical Seals,South Carolina
 American Seal &Packing , Dave Steadman ,"10625 Ellis St. Suite B, Fountain Valley, CA, 92708",(714) 593-9780,sealsales.com,seals@usseal.com,Mechanical Seals,California
" American ShipRepair Company,Inc. (ASR) ", Peter Gianopulos ,"1011 38 Street, Brooklyn, NY, 11219",281.957.0048,asrny.com,mail@asrny.com,Mechanical Seals,Newyork
" Anchor IndustrialProducts, Inc. ", David Dauterive ,"2717 Piedmont St., Kenner, LA, 70062",504-467-2628,None,info@petropages.com,Mechanical Seals,Louisiana
 Anchor PackingCompany , Joe Rando ,"3225 28th Street, Metairie, LA, 70002",504-835-5441,None,info@petropages.com,Mechanical Seals,Louisiana
 Applied IndustrialTechnologies , Bill Kerchaw ,"3634 Euclid Ave., Cleveland, OH, 44115-2533",216-881-7700,appliedindustrial.com,bkershaw@apz-applied.com,Mechanical Seals,Ohio
 Argo InternationalCorporation , Gary Mann ,"140 Franklin Street, New York, NY, 10013",212-431-1700,argointl.com,info@argointl.com,Mechanical Seals,Newyork
 BAL SEALEngineering , Lisa Garcia ,"19650 Pauling, Foothill Ranch, CA, 92610",949-460-2111,balseal.com,lgarcia@balseal.com,Mechanical Seals,California
 Bearings & DrivesIndustrial , Barry Grant ,"2311 45th Street SW, Fargo, ND, 58104",701-492-0444,bearings-drives.com,contact@bearing-drives.com,Mechanical Seals, 
" Bearings Plus,Inc. ", Nanette Wherry ,"8525 W. Monroe, Houston, TX, 77061",713-944-1005,bearingsplus.com,brgsplus@sprynet.com,Mechanical Seals,Texas
 Bell-O-Seal ValvesP. Ltd. , Rajesh Salins ,"Boolani Estate, New Limk Rd., Andheri West, Bombay, MH, 400053",-6361684,bellowseal.com,valves@vsnl.com,Mechanical Seals, 
 Best PumpWorks , Mark Weidmann ,"8885 Monroe, Houston, TX, 77061",713-956-6040,bestpumpworks.com,markweidmann@bestequip.com,Mechanical Seals,Texas
 BrandywineAssociates , Edward Stein ,"321 Walnut St. Suite 442, Newtonville, Massachusetts, 02460-1927",617-928-1791,staticmixerdispenser.com,estein@brandywineassociates.com,Mechanical Seals,Massachusetts
 Bray EngineeringCompany , Dan Bray ,"P O Box 108, Sugar Land, TX, 77487",281-242-8820,None,info@petropages.com,Mechanical Seals,Texas
 Bronson & BrattonInc. , John Grenier ,"220 Shore Drive, Burr Ridge, IL, 60521",630-986-1815,brons.com,jng@brons.com,Mechanical Seals,Illinois
 Bursa Rubber ltd. , Baris Otrus ,"Ulu mah. Cinko sk. No:12 Bursa/Turkey, Bursa, Turkey, 16",0090 224 272 9020,None,otrusbaris@hotmail.com,Mechanical Seals, 
 Busek Company , David Carnahan ,"11 Tech Circle, Natick, MA, 1760",508-655-5565,busek.com,dlc@busek.com,Mechanical Seals,Massachusetts
 Can-K Process &Mining EquipmentLtd. , Pradeep Dass ,"Manulife Place, Suite 1810, 10180-101st, Edmonton, Alberta, T5J3S4",780-440-1272,can-k.com,dass1@telusplanet.net,Mechanical Seals, 
 Carbon & FibreProducts , Paras Shah ,"L / 464, G.I.D.C. Estate, Nr. Old Water Tank, Odhav., Ahmedbad., Gujarat, 382415",0091-079-2890503,None,carbon2000@hotmail.com,Mechanical Seals, 
" Carbon Technology,Inc. ", Larry Thorwart ,"659 County Trail, Exeter, Rhode Island, 02882-3412",401295-8877,None,CTI@mamat.com,Mechanical Seals, 
 Carbone of America , Gary Mulcahy ,"900 Harrison Street, Bay City, MI, 48708",517-894-2911,carbonelorraine.com,carbone@cris.com,Mechanical Seals, 
 CarborundumCorporation , Mike Kreppel ,"23 Acheson Drive, Niagara Falls, NY, 14303",716-278-6011,carbo.com,michael.p.kreppel@sgcna.com,Mechanical Seals,Newyork
 CIMAKAInternational GmbH , Ewald Klausberger ,"Ankengasse 10, Wetzikon, Zuerich, 8623",41 44 942 47 53,cimaka.com,info@cimaka.com,Mechanical Seals, 
 Clark Seals Ltd. , Mary Ann Dally ,"3824 South 79th East Avenue, Tulsa, OK, -3232",918-664-0587,clarkseals.com,info@petropages.com,Mechanical Seals,Oklahoma
 COBEY Inc. , Eric J. McKendry ,"One Ship Canal Parkway, Buffalo, NY, 14218",716-362-9550,cobey.com,emckendry@cobey.com.,Mechanical Seals,Newyork
 Colfax FluidHandling , Ben Martin ,"1710 Airport Road Monroe, NC 28111",704.289.6511,colfaxfluidhandling.com,ben.martin@colfaxfluidhandling.com,Mechanical Seals, 
 Coors CeramicsCompany , Michael Boyd ,"3315 Boone Road, Benton, AR, 72015",501-776-5547,coorsceramics.com,strucsal@coorsceramics.com,Mechanical Seals, 
 CoorsTek , Marlene MO Oller ,"450 NW 24th Avenue, Norman, OK, 73069",303-278-4000,coorstek.com,moller@coortek.com,Mechanical Seals,Oklahoma
 CTG Gaskets , Cory Jackson ,"8819 Emmott Rd., P.O.Box 40940, Houston, TX, 77240-0940",713-856-8667,ctgasket.com,ctgsales@ctgasket.com,Mechanical Seals,Texas
" Darco Southern,Inc. ", David Bryan ,"253 Darco Drive, Independence, VA, 24348",888-327-2655,darcosouthern.com,darco@tcia.net,Mechanical Seals,Virginia
" Delta MechanicalSeals, Inc. ", Norm Hinga ,"44 Probber Lane, Fall River, MA, 2720",508-324-4032,delta-seals.com,Sales@Delta-seals.com,Mechanical Seals,Massachusetts
 Destec EngineeringLimited , Gary Burgess ,"Five Mile Lane, Washingborough, Lincolnshire, LN4 1AF",44-1522-791721,co.uk,sales@destec.co.uk,Mechanical Seals, 
 dongya , yu xinfa ,"jiangshan, ningbo, zhejiang, 315191",0574-88452354,None,marketing2@dyseals.com,Mechanical Seals, 
 DPX / Sepco , ,"7272 Pinemont, Houston, TX, 77040",713-996-4700,dxpe.com,info@petropages.com,Mechanical Seals,Texas
 DurametallicCorporation , Robert Gulliver ,"10730 Kinghurst, Houston, TX, 77099",281-495-9530,durametallic.com,info@petropages.com,Mechanical Seals,Texas
 EagleBurgmannIndustries LP , ,"10035 Brookriver Driver, Houston, TX, 77040",713-939-9515,eagleburgmann.us,info@us.eagleburgmann.com,Mechanical Seals,Texas
 Eclipse Inc. , Chet Allen ,"1665 Elmwood Rd., Rockford, IL, 61103",815-877-3031,eclipsenet.com,callen@eclipsenet.com,Mechanical Seals,Illinois
 Elorac SealingInc. , Spar Becker ,"4080 #3 Washington Blvd., Beaumont, TX, 77705",409-840-5660,None,Elora@ih2000.net,Mechanical Seals,Texas
 Engineered Packing& Sales , John Jakubowski ,"9317 Silverleaf Way, Alta Loma, CA, 91701",909-948-6946,engineeredpacking.com,epsi4@aol.com,Mechanical Seals,California
