supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,
" ATG Group, L.P. ", Rick Bawcom ,"8500 Commerce Park, Suite #108, Houston, TX, 77036",713-988-8200,atgcompanies.com,rbawcom@atgcompanies.com,"Machining,Weld,Treatments",
 Atlas IndustrialCoatings , Jeff Baena ,"231 High Hill Road, Bridgeport, NJ, 8014",856-467-4141,None,bobb@atlascoatings.com,"Machining,Weld,Treatments",
 AutoDrill LLC , Joe Agro ,"50 Division Avenue, MIllington, NJ, 7946",800-871-5022,AutoDrill.com,info@autodrill.com,"Machining,Weld,Treatments",
" B & R Industries,Inc. ", Richard Bearden ,"200 Louise St., P.O. Box 87, Navasota, TX, 77868",281-356-2612,B-Rind.com,Engineering@B-Rind.com,"Machining,Weld,Treatments",
" Babbitt Bearings,Inc. "," Chuck Wart, Jr. ","734 Burnett Avenue, Syracuse, New York, 13203",315-479-6603,babbitt-inc.com,crwart@babbitt-inc.com,"Machining,Weld,Treatments",
 Baker Energy , Gary Phillips ,"785 Greens Parkway, Suite 100, Houston, TX, 77067",713-540-9688,mbakercorp.com,gphillips@mbakercorp.com,"Machining,Weld,Treatments",
" Balancing Company,Inc. ", Don Shaw ,"898 Center Drive, Vandalia, Ohio, 45377",(937) 898-9111,balco.com,shaw@balco.com,"Machining,Weld,Treatments",
 Barnant Company , Gregg Johnson ,"28W092 Commercial Avenue, Barrington, IL, 60010",800-637-3739,barnant.com,info@petropages.com,"Machining,Weld,Treatments",
 Battery RolledMetals , Steve Barnes ,"Bristol  Road, Selly Oak, Birmingham, B29 6AB",+44 0121 472 1151,co.uk,Sales@Batteryrolledmetals.co.uk,"Machining,Weld,Treatments",
 Baytown AceMachine , Josh Kubik ,"1102 S Bus Hwy 146, Baytown, TX, 77520",281-427-9661,acemachine.com,joshk@acemachine.com,"Machining,Weld,Treatments",
 Bearings & DrivesIndustrial , Barry Grant ,"2311 45th Street SW, Fargo, ND, 58104",701-492-0444,bearings-drives.com,contact@bearing-drives.com,"Machining,Weld,Treatments",
" Bearings Plus,Inc. ", Nanette Wherry ,"8525 W. Monroe, Houston, TX, 77061",713-944-1005,bearingsplus.com,brgsplus@sprynet.com,"Machining,Weld,Treatments",
" Beerman Precision,Inc. ", Marc Beerman ,"4206 Howard Avenue, New Orleans, LA, 70125",504-207-6000,beerman.com,tools@beerman.com,"Machining,Weld,Treatments",
" Bemis Sheet Metal,Inc. ", David Salinas ,"1207 S. Airhart, Baytown, TX, 77520",281-427-1538,None,bemissm@gte.net,"Machining,Weld,Treatments",
" Benco Steel, Inc ", Janice Elliott ,"P.O. Box 2053, Hickory, N.C., 28603",828-328-1714,bencosteel.com,jjbenco@usiway.net,"Machining,Weld,Treatments",
" Bend-It, Inc. ", Tom Young ,"P.O. Box 752024, Houston, TX, 77275-2024",713-991-0745,benditinc.com,bendit@ix.netcom.com,"Machining,Weld,Treatments",
" Bendco, Inc. ", Amanda Molina ,"801 Houston Avenue, Pasadena, TX, 77502",713-473-1557,Bendco.com,Amanda@Bendco.com,"Machining,Weld,Treatments",
 Bendco-Bending &Coiling Co Inc , Rodney Friery ,"801 Houston Ave, Pasadena, TX, 77502",713-473-1557,None,info@petropages.com,"Machining,Weld,Treatments",
" BGI Contractors,Inc. ", A.B. Bernard ,"P.O. Box 22077, Beaumont, TX, 77720",409-833-0303,bgient.com,bgienterprise@worldnet.att.com,"Machining,Weld,Treatments",
" BioChem Systems,Inc. ", Kevin Roberts ,"3511 N. Ohio, Wichita, KS, 67219",316-838-4739,"www.biochemsys,com",krober@biochemsys.com,"Machining,Weld,Treatments",
 Boatman IndustriesInc , Marvin Boatman ,"7355 Airport Blvd, Houston, TX, 77061",713-641-6006,boatmanind.com,marv@boatmanind.com,"Machining,Weld,Treatments",
 BonellManufacturingCompany , Robert Schele ,"13521 South Halsted Street, Riverdale, IL, 60827",708-849-1770,None,Rollfixer3@msn.com,"Machining,Weld,Treatments",
 Boston DigitalCorporation , John J. Crean ,"Granite Park 125 Fortune Blvd., Milford, Massachusetts, 01757-1746",(508) 473-4561,None,info@petropages.com,"Machining,Weld,Treatments",
 Bronson & BrattonInc. , John Grenier ,"220 Shore Drive, Burr Ridge, IL, 60521",630-986-1815,brons.com,jng@brons.com,"Machining,Weld,Treatments",
 Brookville ToolCompany , Greg Miner ,"10068 Oxford Pike, Brookville, Indiana, 47012",765-647-2079,None,yak@cnz.com,"Machining,Weld,Treatments",
 Busek Company , David Carnahan ,"11 Tech Circle, Natick, MA, 1760",508-655-5565,busek.com,dlc@busek.com,"Machining,Weld,Treatments",
 Butterworth Inc. , Mark Murphy ,"16737 West Hardy, Houston, TX, 77060",281-821-7300,butterworth.com,MarkM@Butterworth.com,"Machining,Weld,Treatments",
" Caliber InspectionServices, Inc. ", Doug Stewart ,"7500 Perimeter Road S., Seattle, WA, 98108",206-764-8123,caliberinspection.com,dstewart@caliberinspection.com,"Machining,Weld,Treatments",
 Callington HavenPty Ltd , John Hill ,"2 Euston Street Rydalmere, Sydney, NSW, 2121",612-9684-1666,com.au,sales@calhaven.com.au,"Machining,Weld,Treatments",
" Cameo Fabricators,Inc. ", Larry Coleman ,"13835 Chrisman Rd, Houston, TX, 77039",281-449-6207,None,info@petropages.com,"Machining,Weld,Treatments",
 Can-K Process &Mining EquipmentLtd. , Pradeep Dass ,"Manulife Place, Suite 1810, 10180-101st, Edmonton, Alberta, T5J3S4",780-440-1272,can-k.com,dass1@telusplanet.net,"Machining,Weld,Treatments",
 Caramba NigeriaLimited , Wale Coker ,"8B Udom Street D/Line, Garrison., Port Harcourt, Rivers State",234-084-230319,None,caramba@phca.linkserve.com,"Machining,Weld,Treatments",
" CARINOX, S.A. ", RODRIGUEZ GEORGE ,"PRIMAVERA ST., 19 POL. IND. LAS MONJAS, TORREJON DE ARDOZ, MADRID, 28850",-6773246,carinox.com,jrodriguez@carinox.com,"Machining,Weld,Treatments",
" CARINOX, S.A. ", RODRIGUEZ GEORGE ,"PRIMAVERA ST., 19 POL. IND. LAS MONJAS, TORREJON DE ARDOZ, MADRID, 28850",-6773246,carinox.com,jrodriguez@carinox.com,"Machining,Weld,Treatments",
" CarolinaIndustrial Tools,Inc. ", Gordon Haymond ,"10825 Texland Blvd., Charlotte, NC, 28273",704-588-4490,citools.com,CITools@CITools.com,"Machining,Weld,Treatments",
 Carver MachineWorks , Craig May ,"129 Christian Camp Rd., Washington, NC, 27889",800-340-3101,cmwglobal.com,cmay@washingtonnc.com,"Machining,Weld,Treatments",
 CECO - CompressorEngineering Corp. , Bankston Rachel ,"5440 Alder, Houston, TX, 77081-1798",713-664-7333,ceconet.com,sales@ceconet.com,"Machining,Weld,Treatments",
" CEMA, Inc. ", Mike Morris ,"P.O. Box 60655, Midland, TX, 79711",915-366-8812,cemainc.com,cemainc@nwol.com,"Machining,Weld,Treatments",
 CentrifugeServices Inc , Tom Butler ,"120 South 16th St, La Porte, TX, 77571",281-470-9005,centrifugeservicesinc.com,tfbutler@centrifugeservicesinc.com,"Machining,Weld,Treatments",
 ChallengerServices , Andy Solomon ,"5103 S. Sheridan #743, Tulsa, OK, 74145",918-384-0055,challengersvcs.com,challengersvcs@sbcglobal.net,"Machining,Weld,Treatments",
 Chemdet Inc. , Phil Joachim ,"730 D Commerce Center Drive, Sebastian, FL, 32958",800-645-1510,chemdet.com,info@chemdet.com,"Machining,Weld,Treatments",
 Chicago MetalRolled Products , Dan Wendt ,"3715 S. Rockwell, Chicago, IL, 60632",773-523-5757,cmrp.com,danwendt@cmrp.com,"Machining,Weld,Treatments",
 ChinatungstenOnline , Jiang Hanns ,"2-27B, Wuhan Building, No. 261-265 Jiahe Rd, Xiamen SEZ, Fujian, 361009",0086 592 512 9696,chinatungsten.com,sales@chinatungsten.com,"Machining,Weld,Treatments",
 ChinatungstenOnline Manu. &Sales Corp. , Jiang Hanns ,"B5F Lianjing Garden,No.39 Yuheli, Xiamen, Fujian, 361009",0086-592-503-4124,chinatungsten.com,hanns@chinatungsten.com,"Machining,Weld,Treatments",
 Chinook Arc Ltd. , Hans Hiltbrand ,"15002-13th Avenue Frank Industrial Park, Crowsnest Pass, Alberta, T0K 0E0",403-564-4877,chinookarc.com,chinoarc@telusplanet.net,"Machining,Weld,Treatments",
 ChipcoManufacturingCompany , Sarah Nielsen ,"623 Bridge Street, Yuba City, CA, 95991",530-751-8150,None,chipco@gateway.net,"Machining,Weld,Treatments",
 Clean-Co Systems , Mick Rooney ,"P.O. Box 1569, Channelview, TX, 77530",713-304-4148,clean-cosystems.com,mickey@cleancosystems.com,"Machining,Weld,Treatments",
" Climax PortableMachine Tools,Inc. ", Mark Thorne ,"2712 E. 2nd. Street, Newberg, OR, 97132",503-538-2185,cpmt.com,mthorne@cpmt.com,"Machining,Weld,Treatments",
" Coastal Wire EDM,Inc. ", Timothy Hill ,"7168 123rd. Circle North, Largo, FL, 33773",727-533-9884,gte.net,wireedm@gte.net,"Machining,Weld,Treatments",
 Columbus McKinnonCorp , Rob Beightol ,"140 Audubon Parkway, Amherst, NY, 14228",800-888-0985,cmworks.com,rob.beightol@cmworks.com,"Machining,Weld,Treatments",
" CompositeSolutions, LLC ", Brian Lundy ,"6667 So. Cottonwood St. #2, Murray, UT, 84107",801-269-0998,composite-solutions.com,brian@composite-solutions.com,"Machining,Weld,Treatments",
" ComprehensiveIndustrialEquipment, Inc. ", Rusty Rush ,"12807 Royal Drive, Suite 105, Stafford, TX, 77477",281-494-0022,ciecompany.com,ciecompany@msn.com,"Machining,Weld,Treatments",
 ContactDistributors , Andrew Chopp ,"16425-130 Avenue, Edmonton, Alberta, T5V-1K5",780-447-1888,None,altasand@telusplanet.net,"Machining,Weld,Treatments",
 ContinentalElectric , Dave Merces ,"325 Ferry Street Newark, Newark, NJ, 7105",973-344-4050,continentalelectric.com,webmaster@iescoinc.com,"Machining,Weld,Treatments",
" CopelandIndustries, Inc. ", John Simmons ,"6841 Ave. U, Houston, TX, 77011",713-926-7481,copelandballvalves.com,admin@copelandballvalves.com,"Machining,Weld,Treatments",
" Corrocean, Inc. ", Svein Erik Lilleland ,"10333 Richmond, Suite 490, Houston, TX, 77042",713.922.7460,corrocean.com,info@corrocean.com,"Machining,Weld,Treatments",
 Crow Corporation , Keith Jennings ,"23715 FM 2978, Tomball, TX, 77375",800-642-2769,crowcorp.com,KeithJ@crowcorp.com,"Machining,Weld,Treatments",
 CTG Gaskets , Cory Jackson ,"8819 Emmott Rd., P.O.Box 40940, Houston, TX, 77240-0940",713-856-8667,ctgasket.com,ctgsales@ctgasket.com,"Machining,Weld,Treatments",
 CTS-CincinnatiThermal Spray , Jorge Gerena ,"5901 Creek Road, Cincinnati, OH, 45242",513-793-0670,cts-inc.net,jgerena@cts-inc.net,"Machining,Weld,Treatments",
 Current EDM Inc. , John Foster ,"2577 Leghorn Street, Mountain View, CA, 94043",650-966-9676,currentedm.com,info@currentedm.com,"Machining,Weld,Treatments",
 Customized WaterTreatment Services , Theresa Schultze ,"6210 - 320th Street North, Hillsdale, IL, 61257",(309) 658-2132,None,tms@qconline.com,"Machining,Weld,Treatments",
 CV. SARANASEISINDO UTAMA , THEO KOYONGIAN ,"Ciputat Indah Permai Blok E-06. Jl. Ir. H. Juanda No. 50, Ciputat, Jakarta Selatan, 15419",62-21-7562703,None,sarana@pacific.net.id,"Machining,Weld,Treatments",
 D.L. RICCICORPORATION , Kathleen Baker ,"1102 Hall Court, Deer Park, TX, 77536",800- 895-3849,hydratight.com,houston@hydratight.com,"Machining,Weld,Treatments",
" DANCO Pump &Supply Co., Inc. ", Susan Andrews ,"108 S. 111th East Ave., Tulsa, OK, 74128",918-437-8800,dancopump.com,info@dancopump.com,"Machining,Weld,Treatments",
" DartronManufacturing,Inc. ", Steven Krause ,"11105 Dana Circle, Cypress, CA, 90630",714-901-2644,dartron.com,steve@anchor.com,"Machining,Weld,Treatments",
 Day & ZimmermannECM , ,"1500 Spring Garden Street, Philadelphia, PA, 19130",215-299-8000,dayzim.com,info@petropages.com,"Machining,Weld,Treatments",
 DayachandEngineeringIndustries (P) Ltd , Naveen Jain ,"F-2 Indl. Estate, Begrajpur, Muzaffarnagar, U.P., 251203",-53636,fisme.org,daya@del6.vsnl.net.in,"Machining,Weld,Treatments",
 Deeco Metals , Desmond Sinclair ,"600 Bloy Street, Hillside, NJ, 7205",908-688-0333,deeco.net,des@deeco.net,"Machining,Weld,Treatments",
" Delmartip, LLC ", Robert Chuzas ,"11772 Sorrento Valley Road, San Diego, CA, 92121",858-350-1766,None,bob@delmartip.com,"Machining,Weld,Treatments",
" DesignedMechanicalComponents, Inc. ", Gary Brenner ,"P.O. Box 2925, Cherry Hill, NJ, 08034-0260",856-482-2048,dmciparts.com,info@dmciparts.com,"Machining,Weld,Treatments",
 Destec EngineeringLimited , Gary Burgess ,"Five Mile Lane, Washingborough, Lincolnshire, LN4 1AF",44-1522-791721,co.uk,sales@destec.co.uk,"Machining,Weld,Treatments",
 Die-Verse Tool &Mfg. Corp. , Jeff Bauman ,"2203 60th dr. east, Bradenton, FL, 34203",941-753-7145,die-versetools.com,jeffb@ithink.net,"Machining,Weld,Treatments",
 DouglasCorporation , Richard Hampton ,"103 Main Street, Tekonsha, Michigan, 49092",517-767-4112,douglascorporation.com,dougcorp@gte.net,"Machining,Weld,Treatments",
" Down Time - SouthTexas, LLC ", Tommy Campbell ,"Hwy 44 @ CR 93, Agua Dulce, TX, 78330",361-998-2516,downtimeservice.com,tcampbell@downtimeservice.com,"Machining,Weld,Treatments",
" Dubric Industries,Inc. ", Charles Brickey ,"3739 Laramie, Comstock Park, MI, 49321",616-784-6355,None,DubricInd@aol.com,"Machining,Weld,Treatments",
" Dunn HeatExchangers, Inc. ", Jim Fonte ,"410 21st Street South, Texas City, TX, 77592-3028",409-948-1704,dunnheat.com,rfq@dunnheat.com,"Machining,Weld,Treatments",
 DynamicTechnologies , Wayne Garrison ,"310 Townley Street, Winston-Salem, NC, 27103",336-287-5876,dynatechcorp.com,sales@dynamictechnologies.net,"Machining,Weld,Treatments",
 Dyson Corp. , Tom Boyles ,"53 Freedom Rd., Painesville, OH, 44077",440-946-3500,dysoncorp.com,salesquotes@dysoncorp.com,"Machining,Weld,Treatments",
 Eason & WallerManufacturing , Frank Cianflone ,"2010 North 22nd Ave., Phoenix, AZ, 85009",602-254-1124,Eason-Waller.com,FCianflone@Eason-Waller.com,"Machining,Weld,Treatments",
 Efird CorrosionInternational Inc. , Judy Smith ,"9391 Grogan's Mill Rd, The Woodlands, Texas, 77380-3628",281-296-8390,efirdcor.com,jfsmith@efirdcor.com,"Machining,Weld,Treatments",
 EGC EnterpriseIncorporated , Jane Main ,"140 Parker Court, Chardon, OH, 44024",440-285-5835,egc-ent.com,janemegc@voyger.net,"Machining,Weld,Treatments",
 Energy Steel &Supply Co. , Lisa Rice ,"2715 Paldan Drive, Auburn Hills, MI, 48326",248-377-4990,energysteel.com,Irice@energysteel.com,"Machining,Weld,Treatments",
 Energy SteelProducts , Richard Lavin ,"10002 Windfern Rd., Houston, TX, 77064",281-955-0903,EnergySteelProducts.com,info@petropages.com,"Machining,Weld,Treatments",
" Enpro RotatingServices, Inc. ", D. Kennedy Farmer ,"P.O. Box 6212, New Orleans, LA, 70174",504-392-1800,None,TurbineDoc.aol.com,"Machining,Weld,Treatments",
None,None,None,None,None,None,"Machining,Weld,Treatments",
 Equipment ServiceCompany , Robert Mitlo ,"6215 Evergreen, Unit E, Houston, TX, 77081",832-368-0833,prodigy.net,esco4service@prodigy.net,"Machining,Weld,Treatments",
 ESCO Tool , Matt Brennan ,"75 October Hill Road, Suite A, Holliston, MA, 1746",800-343-6926,escotool.com,matt@escotool.com,"Machining,Weld,Treatments",
" Etheredge ElectricCo., Inc. ", Mark Causey ,"P.O. Box 19570, Shreveport, LA, 71149-0570",800-525-0261,None,info@petropages.com,"Machining,Weld,Treatments",
 eTurbine.Com , Charles Aschenbeck ,"3030 Greens Rd., Houston, TX, 77032",281-442-2700,eturbines.com,charlesaschenbeck@eturbines.com,"Machining,Weld,Treatments",
 Exothermic WeldingCo. Ltd , Wanchai Samlee ,"52/1 Soi Inthamara 3 Suthisan Rd., Samsennai Phayathai, BANGKOK, 10400",662-2711298,exothermicweld.com,info@exothermicweld.com,"Machining,Weld,Treatments",
 F.W. GartnerThermal SprayingCo. , Nathan Henry ,"25 Southbelt Industrial Drive, Houston, TX, 77047",713-225-0010,fwgts.com,gcleveland@fwgts.com,"Machining,Weld,Treatments",
 FAB-TECH INC. , Bob Allstadt ,"21 Hercules Drive, Colchester, VT, 05446-1677",802-655-8800,fabtechinc.com,bob.a@fabtechinc.com,"Machining,Weld,Treatments",
 Fabri-Craft MetalWorks , Russel Brown ,"20381 Dove Hill Rd., Culpeper, VA, 22701",540-825-1544,None,fabricraft@hotmail.com,"Machining,Weld,Treatments",
" Farmer's Copper &Industrial Supply,Inc ", Jeanne Southard ,"202  37th Street, P.O Box 2649, Galveston, TX, 77553",409-765-9003,farmerscopper.com,jeanne@farmers-copper.com,"Machining,Weld,Treatments",
 Fastenal Company , Brad Mensendiek ,"1330 Foster Ave., Suite 500, Nashville, Tennessee, 37211",615-259-2911,fastenal.com,bradfastenal@msn.com,"Machining,Weld,Treatments",
 FergusonEnterprises , Don Blankenship ,"12500 Jefferson Ave, Newport News, VA, 23602",757-874-7795,ferguson.com,info@petropages.com,"Machining,Weld,Treatments",
 FGGS FieldServices , Marco Amaral ,"115 Technology Drive, Suite A-201, Bridgeport, CT, 6611",203-268-5961,fggscorp.com,marco@fggscorp.com,"Machining,Weld,Treatments",
 Field Equipment &Service Co. , Dick Howard ,"701 Sampson, Houston, TX, 77003",713-227-3280,field-equipment-svc-co.com,Dickh1@flash.net,"Machining,Weld,Treatments",
 Fin - Tech Inc , Wah Sun Sitman ,"5225 Milwee, Houston, TX, 77092",713-680-3777,fin-techinc.com,wssitman@fin-techinc.com,"Machining,Weld,Treatments",
" Fixtech, Inc. ", Ed Hussaini ,"6001 Gateway West, Suite 464, El Paso, TX, 79925",915-526-3685,fixtech.com,fixtech@usa.net,"Machining,Weld,Treatments",
 Flash Masters LLC , Keith Smith ,"1065 1st Street, Berthoud, CO, 80513",970-532-1492,flashllc.com,info@flashllc.com,"Machining,Weld,Treatments",
 Flashdicks , Lizette van Rooyen ,"1 Dover Street, Randburg",-8104,co.za,marketing@mail.index.co.za,"Machining,Weld,Treatments",
 FlowserveCorporation -Services Div. , Rob Miller ,"4343 W. Royal Lane, Irving, TX, 75063",972-915-1625,flowserve.com,rmiller@flowserve.com,"Machining,Weld,Treatments",
None,None,None,None,None,None,"Machining,Weld,Treatments",
" Fluitron, Inc. ", Gil Pfaff ,"30 Industrial Drive, Ivyland, PA, 18974",215-355-9970,fluitron.com,info@fluitron.com,"Machining,Weld,Treatments",
 Forged VesselConnections , BJ Gruner ,"2525 De Soto, Houston, TX, 77091",713-337-2363,fvc.cc,BJGruner@fvc.cc,"Machining,Weld,Treatments",
" Fusion, Inc. ", Jeff Fenner ,"6911 Fulton, Houston, TX, 77022",713-691-6547,FusionHouston.com,sales@FusionHouston.com,"Machining,Weld,Treatments",
 G & H Laser Center , Jon Farmar ,"11660 Brittmoore Park Drive, Houston, TX, 77041",713-849-2111,ghdiversi.com,jfarmer@ghdiversi.com,"Machining,Weld,Treatments",
 G. O. Carlson Inc. , Gary Orr ,"P.O. Box 526, Thorndale, PA, 19372-0526",610-384-2800,gocarlson.com,sales@gocarlson.com,"Machining,Weld,Treatments",
 Galaxie Corp. , ,"4935 Hannan Rd., Wayne, MI, 48184",734-727-0600,galaxiecorp.com,jason@galcorp.com,"Machining,Weld,Treatments",
 GalvanzingServices Co. Inc. , Stan Pielak ,"7601 Harrisburg, Houston, Texas, 77012",1-800-4HOTDIP,GalvanizingServices.com,info@petropages.com,"Machining,Weld,Treatments",
 Gamma PrimenIndustrial MetalProducts , Brendan Cryns ,"4420 N Farwell Ave., Milwaukee, Wisconsin, 53211",414-962-9372,gammaprime.com,gammaprime@poweronline.com,"Machining,Weld,Treatments",
 Gardner DenverWater JettingSystems Inc , Suzanne Powell ,"12300 North Houston Rosslyn Rd., Houston, TX, 77086",281-448-5800,waterjetting.com,mktg.wjs@gardnerdenver.com,"Machining,Weld,Treatments",
" GarnerEnvironmentalServices, Inc. ", Tim Ware ,"1717 W. 13th Street, Deer Park, TX, 77536",281-930-1200,garner-es.com,tware@garner-es.com,"Machining,Weld,Treatments",
 GAYESCO , Scott Coots ,"2859 WESTSIDE DRIVE, PASADENA, TX, 77502-4823",713-941-8540,gayesco.com,mstrebel@gayesco.com,"Machining,Weld,Treatments",
 GE Oil & Gas , ,"1333 West Loop South, Suite 800, Houston, TX, 77027",713-803-0580,ge-energy.com,info@petropages.com,"Machining,Weld,Treatments",
 GE WeldingSpecialty Services , Theresa Box ,"1907 Warren, North Kansas City, MO, 64116",816-701-4000,GEPOWER.com,theresa.box@ps.ge.com,"Machining,Weld,Treatments",
 Gemoco IndustrialValve Products , Jerry Filce ,"P.O. Box 7036, Houma, LA, 70361",800-727-2877,gemtrim.com,gemocoivp@weatherford.com,"Machining,Weld,Treatments",
" General Pump, Inc. ", Jack Hill ,"1174 Northland Dr., Eagan, MN, 55120",952-454-6500,generalpump.com,sales@gpcompanies.com,"Machining,Weld,Treatments",
" Glaser &Associates, Inc. ", J.G.  ,"5635-B San Diego St., El Cerrito, CA, 94530",510-527-1705,glaserassociates.com,joshuaglaser@attglobal.net,"Machining,Weld,Treatments",
 Global Scrap &Dismantling , Daniel Davis ,"Gulf States Dredging, 7135 S Lake Houston Pkwy., Houston, TX, 77049",281-459-1500,gsdglobal.net,gsddaniel@gsdglobal.net,"Machining,Weld,Treatments",
